-1.062393528146879706e+00 -2.683179544499463276e+00 3.384838434616911362e-01 2.589563642018613887e+00 5.796331732135756587e-01 1.940876429506597223e+00 1.317597535607959669e+00 -2.954014101390294300e-01 4.283070972076485905e-01 -1.871442650045487821e-01 2.529834240167516235e+00 -7.964139124571514849e-02 1.684609762696142876e-01 9.857299956798629692e-01 4.523717962497338929e-01 8.843953376867298433e-01 1.187386051564751188e+00 -3.531662928106883426e-01 3.257963165821664564e-01 1.943843015773360217e-01
-7.904744554453119187e-01 -7.873420778950009080e-02 -1.692464629714819369e+00 -5.112156764311851509e-01 -9.896048202585808751e-01 -1.329332329343374752e+00 -4.268810699474200332e-01 1.529550319460613705e+00 4.714683571359957193e-01 1.882024496475033670e+00 6.273745047261476415e-01 4.810092317367132275e-01 -1.580078985789894197e-01 1.345420046154977678e+00 2.238840242791313717e-01 -1.193005585923418543e+00 1.593186626639397030e+00 1.094191518470948532e+00 -1.257869200996481474e-01 5.572491228869460439e-02
-2.209641738296639346e-01 -5.456118631870741087e-01 -5.711789897827967977e-01 -6.819842479977985539e-01 -1.001620009894915508e+00 -9.216943171710045846e-01 9.246336829127688173e-01 5.725827813561585877e-01 2.688583899453077936e-02 2.083828079475524842e-01 1.039670192779633240e+00 1.503398301767150613e+00 1.399355436586002144e+00 -2.041734868424290639e+00 8.773622905756713886e-01 -9.776368056669763051e-01 -2.471773825205969277e-01 6.408428612670098445e-01 -2.811002928859548944e-01 1.797686526849522570e+00
-5.227230205190395163e-01 -5.615601200981960028e-01 2.110174672026184084e-01 6.060099513456396192e-01 -1.280429352496283091e+00 -9.802149100417678618e-01 3.991361143520708588e-01 -9.671311187039238755e-02 1.049009225836889270e+00 -7.043436905427592487e-01 1.082660270407468373e+00 9.240270192069010013e-01 -5.449190868089497375e-01 -1.408461296363559656e+00 -1.849021364429890291e-01 -1.033980890367303340e+00 -1.556629173523903731e+00 1.696456368290038208e+00 1.754794181984364654e+00 -2.081929407883722050e+00
2.407531794885682808e-01 -8.274159585641722714e-01 -2.090232572860252769e-01 3.811583848827777565e-01 1.289752754082745589e+00 8.862935614189355604e-01 5.885784044206096022e-01 -8.505204542093001141e-01 2.601683114180394885e+00 5.655096456315441555e-01 6.653007744902967868e-01 3.088330125989637853e-01 -5.805234498047227021e-01 -1.760762759155817703e+00 1.702214944635237925e+00 5.257689308069178891e-01 7.533416211045325106e-01 -1.224298236289365738e+00 6.731813512699583724e-01 -1.384559839837738171e-01
-4.876062240724935437e-01 1.347007962064692643e+00 -2.038124535177853858e+00 2.075400798645438805e+00 8.711247034316923488e-01 -1.205929430581958561e+00 -3.515134840413086659e-01 -1.008086310917404083e+00 -4.325581878196209096e-01 3.944521423782968439e-01 -1.177626366165590133e+00 3.376026620752021756e-01 -1.870791921025855675e+00 -4.209844808202629629e-01 -4.118769661224673806e-01 -6.476042488206099623e-01 2.897748568964129134e-01 -4.080753730215513908e-01 -3.260235321678411347e-01 1.201213922163944847e+00
-7.632591565425168589e-01 1.890331075372620573e+00 -6.518361078021591704e-01 -9.043166251044085779e-01 6.385924587773739169e-01 -1.924873774213309741e+00 -3.845555442298253523e-01 4.739867131641401637e-02 -1.804882100664519040e+00 -1.627542437883162663e+00 -1.559848504192327123e+00 -6.626237589458466859e-01 -8.604133652839524027e-01 4.808494666138199425e-02 5.705986685931593305e-01 -1.113278618094243111e+00 2.597225017214818688e-01 -1.211016199762456669e+00 -1.661520062268959874e+00 -6.607979864731657049e-02
7.368438970924333642e-01 -5.681130666904701254e-01 4.664299824335263467e-01 -5.290526773462947974e-01 7.942646796218271188e-01 5.491443372582454074e-01 1.164739354457171361e+00 -3.564148229748356766e-02 -2.813275571182133894e-01 6.699071722487191793e-02 4.805020029044593244e-01 -2.424240260272941594e+00 -1.615131815905509471e+00 5.159392177040994509e-01 8.840453963610497290e-01 3.087731690152340502e-01 -1.562545856886542683e+00 -1.356581804623405052e+00 -1.254289423169249407e+00 2.935579321666292874e-01
6.785551052740329547e-02 -2.030223304406282736e+00 2.062524919243144961e+00 1.029960817581161203e+00 -3.347753321065408683e-01 1.594888280431495664e+00 1.412220555415429235e+00 -1.067532914254272880e+00 8.527736751222194655e-01 4.847328172944747604e-01 1.863789079224521750e+00 -4.473218956587511896e-01 2.421945667275806832e-02 -8.463566549908735359e-01 1.281016361735112907e+00 7.802556296629671317e-01 -6.435498323174619895e-01 4.235990655934610549e-01 -4.036484632419967133e-01 -9.551225793493529626e-01
2.005691972309428528e-01 -2.487804849052735190e-01 -1.072139011985606905e+00 6.931056072631440745e-01 1.764415552772251872e-01 1.397909566642778767e-01 9.039348410861952621e-01 -2.921350483494607353e+00 1.148637349428715204e+00 -1.015821818978396962e+00 2.505884354129229719e-01 -7.345915767980492062e-01 4.365598041576678190e-01 6.167984984797165310e-02 -8.102524370143809884e-01 4.668349320040864753e-02 4.288165003305729472e-01 8.614388304637475569e-02 -3.670278390833223159e-01 -8.275902206487196766e-01
-1.225765663002341244e+00 8.074272598684366642e-01 6.523228784134196268e-01 -4.588842628689400183e-01 1.078680833431295616e+00 7.301984780457677626e-01 1.380091354147451543e+00 -1.576392156984249393e+00 -1.464374880209820207e+00 2.244518185599720383e-01 -1.285680049879255771e+00 -4.831864622993740088e-01 1.476540349725895762e+00 1.047098302612154530e+00 1.573986763290032842e+00 8.894836453612257055e-01 1.683927691457868692e+00 8.836599374866723755e-01 -3.850846950070720837e-02 -1.726272999408196285e-01
3.200414906576662388e-02 1.625374902530630994e+00 1.200413907944425373e+00 1.365353310827374378e-01 -3.653215513121086944e-01 6.194497800902021289e-02 5.366527525272861698e-01 -6.568942789713957398e-01 -7.534178703461834603e-01 4.599721429391164240e-01 -2.026320793190951708e+00 1.301741289398798074e+00 -1.046910982681939606e+00 -6.777153697521061115e-01 1.561511196726852679e+00 5.525354448307888688e-01 2.013387247526623014e+00 -9.716140385106515343e-01 1.846803058649084117e-01 -1.347126289529696486e+00
1.777010009332538332e-01 -1.416932926579406615e+00 4.296182191325858546e-01 1.080780725554621791e+00 8.339221545489040599e-01 -1.499410222282175909e-01 -1.276748575820309428e+00 2.076876871631111454e-01 -1.335344358710101265e+00 3.801978510059632055e-01 1.804741480687129584e+00 -7.443342910004628610e-02 2.715788371953734570e-01 6.105857452838231447e-01 6.206720975506779814e-01 -5.660368118037989449e-01 5.597904479310398251e-01 -1.660960933515991389e+00 4.591800792284366772e-01 -7.016571145864702874e-02
4.082527557144718378e-01 -1.096621429186281915e+00 -6.248185776956788340e-01 9.826909839455139073e-01 1.665474444462576642e+00 -3.891981711278966749e-01 -7.257438131534655890e-01 2.609105021083378551e-02 -1.702583604237840387e+00 1.029155637325643635e+00 1.505752485544049613e+00 1.958452550976815532e-01 5.176590204691230435e-01 4.725974824130430019e-01 -9.783727776150320521e-01 -6.782612881439260555e-01 2.560297343138756565e-01 -1.279576966735701538e+00 1.014370065018130429e+00 -1.840874231331645294e+00
-2.486911261835470788e-01 -9.809438017224474393e-01 -5.286166817497568449e-01 1.173473857485324956e+00 1.810215587037069529e-01 6.881189158441536335e-01 2.127157673606164950e-02 5.863640187550932525e-01 1.607345576019992617e+00 4.909749516382513335e-01 9.334395215913824373e-01 -1.671217137864114965e-01 1.238283071433635696e+00 7.348777860498174608e-01 2.825799504882996471e-01 3.044685276386984718e-01 6.628812686674127042e-01 -6.513568937918290391e-01 -1.296831947955846553e+00 3.996879517526416015e-01
7.783610761666377442e-01 -1.191371824053800932e+00 -1.141689114133505045e+00 -4.532280493272751731e-01 6.963874474567153250e-01 7.364443525987713901e-01 -1.866536617073059956e+00 -1.936594592797181158e-01 -5.511857163285334149e-01 -8.181988834223071771e-01 1.173293522977418402e+00 1.024062525811462399e+00 -7.168223206028049299e-01 -3.374457410952051446e-03 5.925269492011830952e-01 2.824790312987434659e-01 -1.701846225249284417e-01 1.477530081055261846e+00 9.553052085705107110e-01 8.840688629184735581e-02
-1.371901142931356343e+00 2.441205616305548720e-01 2.157308213265503483e+00 1.039904687396076444e+00 -6.056155397368641058e-01 1.208527053388293915e+00 2.992925804064919260e-01 -6.057149230033384013e-01 -1.613561397876741133e+00 1.471170327493608543e+00 -7.828408332761093158e-01 -1.729460599234229901e-01 7.420953720093069750e-01 -2.093236771518661166e-01 1.711708480142343447e+00 1.137461503163154308e+00 -6.690727386599165660e-01 -4.879114081457026630e-01 1.826009713546936197e+00 6.779258713392690705e-01
1.149273326285675800e+00 1.203704815982597903e-01 6.218099622171964214e-01 1.812448557996928722e+00 7.077519354554754338e-01 -1.500776108527126507e+00 -2.475186355515047454e-01 -1.570224719890456422e+00 -7.031764251258874054e-01 -3.498849049696169805e-02 4.505901958944064090e-01 2.560084538268794674e+00 -7.271371758248685868e-01 1.770800635635509934e+00 -9.605989972464987203e-02 -1.282743601880660389e+00 -6.269670577877674011e-01 9.725544496267298777e-01 -5.624667758942676343e-01 6.324077390555209455e-01
-1.534114170735622285e+00 1.431401263168071480e+00 -2.489641484790734993e-01 1.156746342928586663e-01 1.179297184063826442e+00 -1.367163769707549603e+00 1.368631557532348664e+00 9.715709509543554168e-01 1.277676821898509063e+00 3.323140119795916503e-01 -1.217220434284631780e+00 7.116148780888897907e-01 6.453759495851475458e-01 -7.484865365565536166e-01 -1.124642091837869229e+00 -7.635164018107328809e-01 1.551151975522522930e+00 1.755340842443204430e+00 6.751848141010895199e-02 2.060747924881987103e+00
7.736830764761830348e-02 1.170598443646140296e+00 -1.398567573819141208e+00 -1.903386780836081871e-01 -8.756182533847571836e-01 -8.602382321186359260e-01 -4.871253837646960516e-01 5.629692366905708623e-01 -8.612842013282636655e-01 1.523124077269657262e+00 -1.098316813256046132e+00 -7.972641316617372007e-03 -6.506425691218269414e-01 5.389100436846586684e-01 1.479944138890025851e+00 -3.976963415814885328e-01 -1.037246154326456393e+00 1.909416640470130488e+00 -1.382799730964336060e+00 9.261775475316413875e-01
-1.222127808891945389e+00 -1.033716823154355202e+00 5.931012579683837549e-01 4.442633114860397581e-01 -3.609661658190799205e-01 -4.894993512830038140e-01 -1.251113576385302961e+00 -3.095464393139902848e-01 7.129984301723880646e-01 -2.403253981581350285e-01 1.468308274192045237e+00 -5.245202662797736615e-01 3.261330222421179870e-01 -3.748208075495975122e-01 4.893745612279180590e-01 -7.471798838118373087e-01 7.109599682034914991e-01 6.159356069442637471e-01 1.159329803364248068e+00 -1.081063327599897317e+00
-8.397218421807760569e-01 3.075935325785726926e-01 -8.984146713483579516e-01 1.503937864762076304e-01 3.417559757771594375e-01 1.722978631165572594e-02 1.831458765854353743e+00 4.919191715065057147e-01 -5.993926454440221541e-01 -2.123895724309806887e+00 -3.856677583672410980e-01 2.189802933217672276e+00 -1.320233207020642174e+00 -5.257550216807610477e-01 -8.082982853551514690e-01 1.094067049158891636e-01 -7.591326615536979627e-01 -5.769036556624030920e-01 1.876170839215886232e+00 9.504238381860502516e-01
